review,sentiment,clean_review,review_len_raw,review_len_clean
"Being American, I have not been exposed to this character before, which is good because some of you have been disappointed. I have nothing to compare it to. I have found no enjoyment in the mindless idiot humor in the American teen movies, and although this is a slightly similar type of humor, I couldn't stop laughing. I hardly ever laugh out loud at a movie. And usually a movie has a few funny parts for me, but this movie was funny from start to finish. My only disappointment was when it was over. I'm actually going to buy this on DVD when I find it.",positive,american exposed character good disappointed compare enjoyment mindless idiot humor american teen movies slightly similar type humor couldn stop laughing hardly laugh loud movie usually movie funny parts movie funny start finish disappointment actually going buy dvd,106,37
"""Radio Flyer"" is one of my most loved American movies.<br /><br />The really great job of two boys, Joe Mazzello and Elija Wood, (in spite of terrible performance of T.Hanks at the beginning and ending...) with marvellous script of D.M.Evans and powerful and emotional directing of R.Donner plus Absolutely Incredibly Peerless Music Score of H.Zimmer allowed the ""Radio Flyer"" to win one of the first places in my family's rating of movies.<br /><br />It's so pity that that very good movie was underrating by some movie critics.<br /><br />I just can't help waiting to see it on DVD.",positive,radio flyer loved american movies really great job boys joe mazzello elija wood spite terrible performance hanks beginning ending marvellous script evans powerful emotional directing donner plus absolutely incredibly peerless music score zimmer allowed radio flyer win places family rating movies pity good movie underrating movie critics just help waiting dvd,98,51
"Oh dear. This sequel has a mirror, this time, which houses the evil spirit of a psychopath which murdered an entire family with a shotgun in the Amityville home. The mirror captured the entire ugly incident of the horrified family who had no time to prepare for their uninvited guest. The mirror is given to a photographer, Keyes(Ross Partridge)by a bum(..who just so happens to be his lunatic father, and the man responsible for killing the family)and it's evil soon terrorizes those in a loft(..such as Keyes' painter pal Suki, portrayed by Julia Nickson-Soul)where he lives when they look into it. Soon Keyes is having nightmares, looking through the eyes of his father as he guns down the family in cold blood, worried that he might follow in his footsteps. Soon he sees other occurrences through his father's eyes like that terrible day pops bashed his mother's head against the floor of an institution or experiencing a moment inside the cell as doctor's administered a drug to immobilize him.<br /><br />Pretty solid supporting cast who deserve better than being stuck in junk like this, such as David Naughton(American Werewolf in London)as the proprietor of the loft with which Keyes lives, Richard Roundtree as an eccentric sculptor/artist, Terry O'Quinn as a psychologist-detective, and especially Lin Shaye as a hilarious ditsy, rather strange secretary-nurse in the asylum(..the one which held Keyes' father) soon to be closed down.<br /><br />Rounding out the film, the sexy, leggy Lala Sloatman as Keyes' supportive girlfriend, Barbara Howard(Friday the 13th:The Final Chapter)as Naughton's betrayed wife(..he was on the verge of starting an affair with Nickman-Soul), Jack Orend as the sadistic fiend who attempts to provoke his son into killing innocent people as he did, and Robert Rusler(A Nightmare on Elm Street 2:Freddy's Revenge)as a rejected lover(..of Nickson-Soul)who meets an unfortunate demise while ripping apart paintings as a revenge for his dismissal.<br /><br />This film is a poor special effects movie merely using the Amityville title as a cash-in. The franchise has never been that great to begin with, but as each sequel was green-lit, it grew worse and worse. After the third film, furniture from the infamous house become ""possessed"" items tormenting folks. The cast try hard, though, but the material(..a mirror causing chaos and murder through supernatural means)is lacking in quality..and the rather mediocre special effects don't help matters. O'Quinn, as little as he has to work with, shows why he's such a great actor, he can even shine in excrement such as this. All's not lost, you get to see Sloatman always wearing super short skirts(..or her man's shirt in panties), showing off her legs throughout..hey, you have to find a silver lining somewhere. Believe it or not, AMITYVILLE:A NEW GENERATION was the seventh film in the franchise! Coolest part of the film were the portraits of demons painted by Nickson-Soul's artist, perhaps inspired by the evil mirror after looking into it.",negative,oh dear sequel mirror time houses evil spirit psychopath murdered entire family shotgun amityville home mirror captured entire ugly incident horrified family time prepare uninvited guest mirror given photographer keyes ross partridge bum just happens lunatic father man responsible killing family evil soon terrorizes loft keyes painter pal suki portrayed julia nickson soul lives look soon keyes having nightmares looking eyes father guns family cold blood worried follow footsteps soon sees occurrences father eyes like terrible day pops bashed mother head floor institution experiencing moment inside cell doctor administered drug immobilize pretty solid supporting cast deserve better stuck junk like david naughton american werewolf london proprietor loft keyes lives richard roundtree eccentric sculptor artist terry quinn psychologist detective especially lin shaye hilarious ditsy strange secretary nurse asylum held keyes father soon closed rounding film sexy leggy lala sloatman keyes supportive girlfriend barbara howard friday th final chapter naughton betrayed wife verge starting affair nickman soul jack orend sadistic fiend attempts provoke son killing innocent people did robert rusler nightmare elm street freddy revenge rejected lover nickson soul meets unfortunate demise ripping apart paintings revenge dismissal film poor special effects movie merely using amityville title cash franchise great begin sequel green lit grew worse worse film furniture infamous house possessed items tormenting folks cast try hard material mirror causing chaos murder supernatural means lacking quality mediocre special effects don help matters quinn little work shows great actor shine excrement lost sloatman wearing super short skirts man shirt panties showing legs hey silver lining believe amityville new generation seventh film franchise coolest film portraits demons painted nickson soul artist inspired evil mirror looking,487,271
"Perhaps, we are too much attached to great spectacles when we hear of antiquity brought to screen. Perhaps, we expect too much from these films. However, if we, as viewers, are offered far too little, what happens then? <br /><br />That is what I thought after seeing IMPERIUM - NERONE by Paul Marcus, a part of the production series on the Roman Empire. AUGUSTUS by Roger Young, the first IMPERIUM movie, included at least Peter O'Toole but what does this movie include?<br /><br />Hardly anything accurate. The historical errors are so serious that the movie changes facts and constitutes rather a distorted image of the Roman Empire than the true history. Throughout the movie, we see Nero young: young man during the allegedly long reign of Caligula, young man during the reign of Claudius and finally during his own (historically 14 year long) reign. And...he dies the same. According to the movie, Nero, born during the reign of Tiberius, lives for more than 40 years but looks to be in his late twenties when he dies... Continuity combined with made up history is the biggest problem of the movie, which makes it hardly logical, not to say reliable. Nero loses his father, is raised by slaves. At that time, his mother, Agrippina, is exiled by Caligula. Later, however, she suddenly marries emperor Claudius who already has big children with freshly married to him Messalina. At these moments of the movie, we see Acte (Rike Schmid), Nero's mistress. All right, it is historically ""accurate""; yet, no source proves that she played such a decisive role in the rise of Christianity in Rome. In the film, she is not only a devoted Christian but even a witness of St Paul's miracle (he brings a young girl Marzia back to life). Besides, there was, historically, nothing like Nero seen on the court of Caligula since Nero was born in Caligula's 4 year long reign (A.D. 37-41). I understand that movies may change something but such an error makes the script absolutely unreliable! And many, many other shortcomings concerning content that are hard to enumerate but after 30 minutes of watching this film, I doubted whether I was watching a historical movie or a total fantasy.<br /><br />As for its artistic features which supply us with entertainment, they are equally lame as the history here is. The performances are artificial, the cast simply have beautiful faces but weak acting abilities. Perhaps, I am too much attached to Peter Ustinov or Charles Laughton in the lead, but Hans Matheson does not fit as Nero at all. He could have some of the good moments as an actor but never as the infamous Roman emperor. Is he an artist who burns Rome for a song? Is he a cynic who disguises the love to his relatives? Is he a cruel ruler who sacrifices the lives of thousands of innocent people for the sake of ""alleged justice""? None of these. He is just a young man who does not know how to rule and, in the long run, begins to release the fire burning within himself... John Simm is out of place in this film as Caligula and absolutely inferior to other portrayals of the character. Elisa Tovati is only sexy as Poppaea; yet she could have been much much better. The costumes are inaccurate and the sets do not amaze. Low budget results in low effects and, consequently, low entertainment.<br /><br />But what made me most angry in this movie and, as a result, I give it 1/10 are some moments that are absolutely unacceptable:<br /><br />- the death of Poppaea and St Paul's talk with Nero at her dead body, <br /><br />- Claudius' mention of the current conquest of Britannia on the feast and soon his death (he conquered Britannia while Messalina was his wife much before his death), <br /><br />- Tigellinus killing Agrippina (Laura Morante), Nero's mother, <br /><br />- Nero's arguments in the speech to the senators, <br /><br />- finally, Nero's death - a calm day at the lake and an indifferent suicide that leads to a moral said by Acte ""Let us forgive him""<br /><br />All in all, this film is a waste of time and is absolutely unneeded as yet another production concerning the Roman Empire. It's better to make one good film in 30 years than ten minor little ones in 5 years. 1/10 - should not have been made at all.",negative,attached great spectacles hear antiquity brought screen expect films viewers offered far little happens thought seeing imperium nerone paul marcus production series roman empire augustus roger young imperium movie included peter toole does movie include hardly accurate historical errors movie changes facts constitutes distorted image roman empire true history movie nero young young man allegedly long reign caligula young man reign claudius finally historically year long reign dies according movie nero born reign tiberius lives years looks late twenties dies continuity combined history biggest problem movie makes hardly logical say reliable nero loses father raised slaves time mother agrippina exiled caligula later suddenly marries emperor claudius big children freshly married messalina moments movie acte rike schmid nero mistress right historically accurate source proves played decisive role rise christianity rome film devoted christian witness st paul miracle brings young girl marzia life historically like nero seen court caligula nero born caligula year long reign understand movies change error makes script absolutely unreliable shortcomings concerning content hard enumerate minutes watching film doubted watching historical movie total fantasy artistic features supply entertainment equally lame history performances artificial cast simply beautiful faces weak acting abilities attached peter ustinov charles laughton lead hans matheson does fit nero good moments actor infamous roman emperor artist burns rome song cynic disguises love relatives cruel ruler sacrifices lives thousands innocent people sake alleged justice just young man does know rule long run begins release burning john simm place film caligula absolutely inferior portrayals character elisa tovati sexy poppaea better costumes inaccurate sets amaze low budget results low effects consequently low entertainment angry movie result moments absolutely unacceptable death poppaea st paul talk nero dead body claudius mention current conquest britannia feast soon death conquered britannia messalina wife death tigellinus killing agrippina laura morante nero mother nero arguments speech senators finally nero death calm day lake indifferent suicide leads moral said acte let forgive film waste time absolutely unneeded production concerning roman empire better make good film years minor little ones years,745,333
I was browsing through the movies on demand and saw Underdog for free and it was only 82 minutes long so I decided to watch it. I wasn't expecting much but it exceeded my expectations of being awful. Everything about the movie was cringe worthy. The dialogue was atrocious including many terrible puns. The jokes were also terrible. I found myself yelling and flipping off my television screen while I was suffering through this trash. It hit its target audience very well but I don't see how anyone else could enjoy this film. It made me very angry and nearly cry because of everything terrible this film had going for it.<br /><br />The only enjoyable thing about this movie was being able to give it a 1/10 after viewing it. I beg you to avoid it at all costs. I understand the fact that its made for kids but there is nothing likable about it at all.,negative,browsing movies demand saw underdog free minutes long decided watch wasn expecting exceeded expectations awful movie cringe worthy dialogue atrocious including terrible puns jokes terrible yelling flipping television screen suffering trash hit target audience don enjoy film angry nearly terrible film going enjoyable thing movie able viewing beg avoid costs understand fact kids likable,157,54
"This film is an absolute classic for camp. That is why it was an Elvira and MST3000 classic. Everyone knows the story. Scientist keeps his girlfriend's head alive in a lasagna pan in his basement while he cruises town and tries to find her a body by checking out the local chicks. Finally he finds a real hourglass body with a scar-faced chick's head on top. The severed head makes friends with the failed experiment in the closet and the conehead comes out of the closet and rips off the assistant's remaining ""good"" arm (his other is not right from a scientist's earlier failure), and the whole place burns down.<br /><br />The movie scared us so much as kids that my friend wouldn't go into his basement for a year after seeing it. As kids we ranked the scariest movies of all time and this one was number four. Only one of those scary movies was really any good (the Original ""The Haunting"".)<br /><br />I had to give this movie a seven rating for the tremendous amount of entertainment value it offers. Its eerie effect because of the crappy production and the weird sexual angle when the scientist looks for the bodies (complete with porno sound track) scares the hell out of innocent children, while the ridiculous aspects make it prime material for watching talking and laughing. I could watch this film tonight and enjoy it while I'd rather go to the Dentist than watch ""Chicago"" again.<br /><br />Seven is the most I can give it, because its entertainment value is mere luck. The film , as cinema, is a disaster.",positive,film absolute classic camp elvira mst classic knows story scientist keeps girlfriend head alive lasagna pan basement cruises town tries body checking local chicks finally finds real hourglass body scar faced chick head severed head makes friends failed experiment closet conehead comes closet rips assistant remaining good arm right scientist earlier failure place burns movie scared kids friend wouldn basement year seeing kids ranked scariest movies time number scary movies really good original haunting movie seven rating tremendous entertainment value offers eerie effect crappy production weird sexual angle scientist looks bodies complete porno sound track scares hell innocent children ridiculous aspects make prime material watching talking laughing watch film tonight enjoy dentist watch chicago seven entertainment value mere luck film cinema disaster,271,122
"I absolutely like this film a lot. It is not very entertaining, but it's a feast of bizarre and stunning images! There's no dialog ,only some background sounds and noises. If you are into something completely different and original, and enjoy the obscure and bizarre...then you might like this work of art. Ik looks like a film made with the very first camera ever made ,in a time where strange human-like beings live and perform their bizarre habits. God has killed himself with a razor and gave birth to Mother earth. Mother earth impregnated herself with God's semen after an act of fellatio, and gives birth to a son ""Flesh on Bone"". What follows are inhuman acts of ritualistic torture, rape and murder for purposes we do not know....or do we?",positive,absolutely like film lot entertaining feast bizarre stunning images dialog background sounds noises completely different original enjoy obscure bizarre like work art ik looks like film camera time strange human like beings live perform bizarre habits god killed razor gave birth mother earth mother earth impregnated god semen act fellatio gives birth son flesh bone follows inhuman acts ritualistic torture rape murder purposes know,131,64
"This movie is a quite fair adaptation of the Prosper Merimeé's novel. In the novel Merimeé himself is a character, Don José is from Navarra (North Spain, and historically a Basque Country zone, they can speak Basque language). They are in Seville (Andalusia, South Spain) and they only speak Spanish with Andalusian accent, in no way they speak Basque, but Carmen explains to Don José that she was living in Navarra. You can believe it or not, anyway this is the book's version, then you can't be critical with the movie about this, be with the book! You have to note are different the novel by Merimeé and the opera by Bizet, and this movie is an adaptation from the novel, anyway in the opera Don José is still Spanish from Navarra, never he's French. Why so many people keep thinking Don José is French? I don't know but I guess because the novel and the opera are in French although is supposed to be in Spanish.<br /><br />The only important difference between the movie and the novel is that in the movie Don José also kills the ""torero"" lover of Carmen and in the novel he doesn't (neither in the opera). I guess they wanted to keep the movie a little more gore! I think the movie is quite good, anyway.",positive,movie quite fair adaptation prosper merimeé novel novel merimeé character don josé navarra north spain historically basque country zone speak basque language seville andalusia south spain speak spanish andalusian accent way speak basque carmen explains don josé living navarra believe book version critical movie book note different novel merimeé opera bizet movie adaptation novel opera don josé spanish navarra french people thinking don josé french don know guess novel opera french supposed spanish important difference movie novel movie don josé kills torero lover carmen novel doesn opera guess wanted movie little gore think movie quite good,222,96
"one of the funnest mario's i've ever played. the levels are creative, there are fluid controls, and good graphics for its time. there's also a multitude of crazy bosses and enemies to fight. Sometimes the levels get frustrating, and if you leave out some of the hard levels and still, need to get more accomplished to fight a boss, it can be annoying. another complaint is the camera angle; though it works fairly well most of the time, it can be a pain in certain situations. if your a big time mario fan; this ones for you. even if your not a huge fan of him, i'd still recommend this one. its a big game, and getting what you need can take a while, but it's very satisfying. good for playing in short bursts of time. it will almost certainly hold your interest; it sure does hold mine!",positive,funnest mario ve played levels creative fluid controls good graphics time multitude crazy bosses enemies fight levels frustrating leave hard levels need accomplished fight boss annoying complaint camera angle works fairly time pain certain situations big time mario fan ones huge fan recommend big game getting need satisfying good playing short bursts time certainly hold sure does hold,148,58
"I'm not the type of person to watch T.V. shows because the acting normally sucks or it's unrealistic or TOO dramatic! But this show is perfect. Everyone can act, and you can relate to the characters and their situations. Everyone has their own personality and Lorelai Gilmore is the best for her sarcastic comments that can make any bad situation seem a little funny. Rory Gilmore is a good role model for all girls. She takes pride in wanting to attend Harvard and boys/boyfriends always come second in her book. She's a loyal friend and always the peace maker. There's subtle romance which is what I like, personally. Not the mushy gushy romance that not many people get to have in their lives, but a realistic type of romance. Every character eventually gets it, and they don't find their prince charming at first glance and they don't just ""fall in love"" with every guy that comes their way. It's a realistic show but when you watch it, you better brush up on your movies, pop culture, and random facts because Lorelai Gilmore is always making references. I fell in love with this show and if you give it a chance, so will you.",positive,type person watch shows acting normally sucks unrealistic dramatic perfect act relate characters situations personality lorelai gilmore best sarcastic comments make bad situation little funny rory gilmore good role model girls takes pride wanting attend harvard boys boyfriends come second book loyal friend peace maker subtle romance like personally mushy gushy romance people lives realistic type romance character eventually gets don prince charming glance don just fall love guy comes way realistic watch better brush movies pop culture random facts lorelai gilmore making references fell love chance,203,87
"I watched this mini in the early eighties. Sam Waterson proved himself to be a great actor. In fact when he began Law and Order I was disappointed in him as it was not as powerful a role. Unfortunately the good roles do not pay the bills. I wish I could find a copy of this rare series and review it. It is both factual and entertaining. Everyone should see it to know what really happened. I was so moved I purchased and read the book ""Pppenheimer-Shatterer of Worlds"". And saw how this man became an unlikely hero who was never rewarded for his insight. If you get a chance be sure to watch this movie and see what a performance Mr. Waterston can really provide an audience. Enjoy the movies!",positive,watched mini early eighties sam waterson proved great actor fact began law order disappointed powerful role unfortunately good roles pay bills wish copy rare series review factual entertaining know really happened moved purchased read book pppenheimer shatterer worlds saw man unlikely hero rewarded insight chance sure watch movie performance mr waterston really provide audience enjoy movies,131,56
"In the unlikely case that some aspiring directors are reading these comments, I'd like to offer some advice (free of charge!), from a viewer's perspective. If you want to make a serious exotic adventure film, do it. If you want to make a spoof of exotic adventure films, go ahead. DO NOT try to make both at the same time, it doesn't work. For example, having a goofy ""comic relief"" character killed and beheaded and following it up with a monkey shaking a tree and dropping a coconut on a cannibal's head just makes you look like you had NO IDEA what kind of movie you wanted to make. This one is boring, meandering, cheap, racist....you get the picture. A couple of smart moments and a few glimpses of nudity from Kathy Shower (way too prissy here) are hardly worth your trouble. There is a reason everyone has forgotten about this film's existence. (*1/2)",negative,unlikely case aspiring directors reading comments like offer advice free charge viewer perspective want make exotic adventure film want make spoof exotic adventure films ahead try make time doesn work example having goofy comic relief character killed beheaded following monkey shaking tree dropping coconut cannibal head just makes look like idea kind movie wanted make boring meandering cheap racist picture couple smart moments glimpses nudity kathy shower way prissy hardly worth trouble reason forgotten film existence,154,76
"Caution: May contain spoilers...<br /><br />I've seen this movie 3 times & I've liked it every time. Upon seeing it again, I'm always reminded of how good it is. An HBO TV movie- very well done like most of their movies are- this would've gotten Oscars for it's performances had it been released for general distribution instead of made for TV.<br /><br />As I'm sure anyone knows from reading other reviews here, this is the story of serial murderer, Andrei Chikatilo. He murdered 56 people over 8 years in the former Soviet Union. (3 victims were buried & couldn't be found so he was only convicted of 52 out of 53 of his murders.) The story actually focuses more on the forensic analyst, Victor Burakov played to perfection by Stephen Rea. A man that becomes tortured and obsessed with finding this killer despite the additional obstacles placed by party hacks, his part is essential to be sure. There is a very touching scene towards the end of the movie that mentions how in America, investigators are routinely taken off serial killer cases after 18 months whether they want to or not due to the mental strain & frustration. According to this acct, Burakov worked for over 5 years before getting his first break from it. He followed the case to its conclusion, 3 years later. In this scene, his superior, General Fetisov, played by Donald Sutherland, actually tells him he admires his dedication and apologizes for not knowing he should've given him a break sooner.<br /><br />Rea's performance is so well done, he doesn't overact, chew up the scenery or do anything that distracts from his portrayal of a man who is hell bent on finding his killer. He is a man with passion, but doesn't show it in the same manner as is so usually portrayed in detective movies. He only occasionally gives outbursts after quietly putting up with more than most could stand under such circumstances. Rea does so much with his face, his eyes, he doesn't need to overact. He just *is* - His character, so frustrated after so long, at one point, driven to frustration, he actually says he'd rather find 3 at one time than none in a year. Of course what he means is not that he wants more people to die, he just wants some clues to catch this man. Rea makes us feel for this man. He makes us understand but a glimpse of what it is to live with such horror and futility.<br /><br />A mutant to be sure, Chikatilo's childhood was one which produces such ""monsters."" The character of Chikatilo is very well done by Jeffrey DeMunn. He somehow (impossible though it may seem) elicits some modicum of sympathy for himself. Perhaps he is the worst of us gone terribly wrong? Either way, his performance is very well done.<br /><br />Donald Sutherland as Colonel Fetisov (later promoted to General) also does a great job. He starts out seeming to be a cynical worldly official that doesn't seem much more interested in helping the investigation than anyone else blocking Burakov. But he eventually becomes more than just an assistant, he actually actively participates in helping Burakov. There is also a very nice turn by Max Von Sydow as the psychiatrist brought in to help profile and figure out what kind of deviant they are looking for.<br /><br />Although this movie deals with a morbid, grotesque and violent story, it really is more about what it takes to catch a killer than the killer himself. All around a very well done movie with fine performances and a great screenplay. The screenplay manages to do what the best of this type of movie does: give factual events & place them meaningfully inside a dramatic framework that makes you feel like you know the people *behind* the facts.<br /><br />9 out of 10 stars",positive,caution contain spoilers ve seen movie times ve liked time seeing reminded good hbo tv movie like movies ve gotten oscars performances released general distribution instead tv sure knows reading reviews story serial murderer andrei chikatilo murdered people years soviet union victims buried couldn convicted murders story actually focuses forensic analyst victor burakov played perfection stephen rea man tortured obsessed finding killer despite additional obstacles placed party hacks essential sure touching scene end movie mentions america investigators routinely taken serial killer cases months want mental strain frustration according acct burakov worked years getting break followed case conclusion years later scene superior general fetisov played donald sutherland actually tells admires dedication apologizes knowing ve given break sooner rea performance doesn overact chew scenery distracts portrayal man hell bent finding killer man passion doesn manner usually portrayed detective movies occasionally gives outbursts quietly putting stand circumstances rea does face eyes doesn need overact just character frustrated long point driven frustration actually says time year course means wants people die just wants clues catch man rea makes feel man makes understand glimpse live horror futility mutant sure chikatilo childhood produces monsters character chikatilo jeffrey demunn impossible elicits modicum sympathy worst gone terribly wrong way performance donald sutherland colonel fetisov later promoted general does great job starts cynical worldly official doesn interested helping investigation blocking burakov eventually just assistant actually actively participates helping burakov nice turn max von sydow psychiatrist brought help profile figure kind deviant looking movie deals morbid grotesque violent story really takes catch killer killer movie fine performances great screenplay screenplay manages best type movie does factual events place meaningfully inside dramatic framework makes feel like know people facts stars,650,279
"This was amongst the worst films I have ever encountered. The cinematography was dull, with long tedious shots (like a camera on a tripod filming a stage play) interspersed with ""dramatic"" angles that made little sense to the content on screen. The editing was terrible, scenes matched together with the delicacy of a butcher. The plot hinged on the viewer being familiar with the historical night in which Mary Shelley wrote frankenstien. The acting was forced, with the type of character development that left you with an intense interest in seeing each of them die horribly (the sooner the better).",negative,worst films encountered cinematography dull long tedious shots like camera tripod filming stage play interspersed dramatic angles little sense content screen editing terrible scenes matched delicacy butcher plot hinged viewer familiar historical night mary shelley wrote frankenstien acting forced type character development left intense seeing die horribly sooner better,100,49
"I'll be honest with yall, I was a junior in high school when this sitcom first aired on ABC I didn't think I would like it at all. But with John Ritter in it i felt that it had a little potential in it, plus their was something else with it I liked. The acting was great, not a lot of horrible 2nd rated comedy lines, John Ritter always brings his A game when it comes to comedy . This was a great show to watch, and I'll tell you why it was a great show. My father who never watches sitcoms at all, he just watches movies, sports, and law & order, he actually sat down with my 3 brothers and 2 sisters, my mother, and myself, and watched the show I think because John Ritter was in it. I honestly think this show would still be running if John Ritter God rest his soul i wish he hadn't passed away.",positive,ll honest yall junior high school sitcom aired abc didn think like john ritter felt little potential plus liked acting great lot horrible nd rated comedy lines john ritter brings game comes comedy great watch ll tell great father watches sitcoms just watches movies sports law order actually sat brothers sisters mother watched think john ritter honestly think running john ritter god rest soul wish hadn passed away,162,68
"WOW! <br /><br />This film is the best living testament, I think, of what happened on 9-11-01 in NYC, compared to anything shown by the major media outlets.<br /><br />Those outlets can only show you what happened on the outside. This film shows you what happened on the INSIDE. <br /><br />It begins with a focus on a rookie New York fireman, waiting for weeks for the first big fire that he will be called to fight. The subject matter turns abruptly with the ONLY EXISTING FOOTAGE OF THE FIRST PLANE TO HIT THE TOWERS. You are then given a front-row seat as firefighters rush to the scene, into the lobby of Tower One. <br /><br />In the minutes that precede the crash of the second plane, and Tower Two's subsequent fall, you see firemen reacting to the unsettling sound of people landing above the lobby. It is a sight you will not soon forget.<br /><br />Heart-rending, tear-jerking, and very compelling from the first minute to the last, ""9/11"" deserves to go down in history as one of the best documentary films ever made.<br /><br />We must never forget.<br /><br />",positive,wow film best living testament think happened nyc compared shown major media outlets outlets happened outside film shows happened inside begins focus rookie new york fireman waiting weeks big called fight subject matter turns abruptly existing footage plane hit towers given row seat firefighters rush scene lobby tower minutes precede crash second plane tower subsequent fall firemen reacting unsettling sound people landing lobby sight soon forget heart rending tear jerking compelling minute deserves history best documentary films forget,191,78
"I have always been a great admirer of Nicolas Roeg and ""Walkabout"" is one of my favorite films. This is a film version of Roegs stage play and while most of the film takes place in a hotel room it still has some of Roegs cinematic flare. Very unique story is about a famous actress (Theresa Russell) who after a hard nights work on a film in 1954 goes to a hotel to visit a famous professor (Michael Emil) and together in his hotel room they talk. After awhile she wants to go to bed with him but as they start to get undressed her husband is banging on the door. Her husband is a famous ex-baseball player (Gary Busey) and he wants to know what is going on. The three of them in the hotel room talk about what is going on and what the future holds for them. Meanwhile, a famous senator (Tony Curtis) is threatening to take away the professors papers if he doesn't testify at a hearing. Theresa Russell is just excellent and while she's not trying exactly to impersonate Marilyn Monroe she does a wonderful job of exuding the phobia's and nuances that Monroe is very well known for. One thing the film does is show her as not only a woman on the verge of a mental breakdown but show her as a physical wreck as well. She talks of being unable to have children and at one point in the film she suffers a miscarriage. You can make an excellent case that this is Russell's best performance and I probably wouldn't argue. The film does an interesting thing in showing many flashbacks as the characters continue to talk about one thing and in the flashback we see one of many reasons for their actions. Busey also gives a good solid performance and it reminds me of what a strong persona he gives off on screen. Emil as the professor is a character that has many more things on his mind then we originally thought. The last scene in this film is a demonstration of his darker side! One of the highlights of the film for me is the little conversation he has with the elevator man (Will Sampson of ""Cuckoo's Nest"") and they discuss what Cherokee Indians think about at all times. But of course the famous scene in this film is where Russell demonstrates to Emil how she does understand the theory of relativity and uses toys to show this. The professor is delighted by her demonstration and so are we! Russell and Roeg are married in real life and they do admirable work when they are in collaboration and this is probably their best film together. Good performances and a very interesting job of directing make this a challenging and visually thought provoking film.",positive,great admirer nicolas roeg walkabout favorite films film version roegs stage play film takes place hotel room roegs cinematic flare unique story famous actress theresa russell hard nights work film goes hotel visit famous professor michael emil hotel room talk awhile wants bed start undressed husband banging door husband famous ex baseball player gary busey wants know going hotel room talk going future holds famous senator tony curtis threatening away professors papers doesn testify hearing theresa russell just excellent trying exactly impersonate marilyn monroe does wonderful job exuding phobia nuances monroe known thing film does woman verge mental breakdown physical wreck talks unable children point film suffers miscarriage make excellent case russell best performance probably wouldn argue film does interesting thing showing flashbacks characters continue talk thing flashback reasons actions busey gives good solid performance reminds strong persona gives screen emil professor character things mind originally thought scene film demonstration darker highlights film little conversation elevator man sampson cuckoo nest discuss cherokee indians think times course famous scene film russell demonstrates emil does understand theory relativity uses toys professor delighted demonstration russell roeg married real life admirable work collaboration probably best film good performances interesting job directing make challenging visually thought provoking film,473,203
